Date,Year,Month,Month number,Quarter,Weekday,Draw index,Balls,LuckyStars,Ball sum,Low ball count,High ball count,Odd ball count,Even ball count,Birthday ball count,Consecutive pairs,Star sum,Jackpot prize GBP,UK jackpot winners,Total jackpot winners,Jackpot won,Rollover count,Winning ticket information,Ball set,Ball machine,Result URL,Fetch error
2023-09-29,2023,September,9,Q3,Friday,1672,"[9, 11, 13, 21, 32]","[2, 7]",86,4,1,4,1,4,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-09-2023,HTTP Error 403: Forbidden
2023-10-03,2023,October,10,Q4,Tuesday,1673,"[6, 20, 22, 24, 45]","[4, 5]",117,4,1,1,4,4,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-10-2023,HTTP Error 403: Forbidden
2023-10-06,2023,October,10,Q4,Friday,1674,"[21, 29, 31, 34, 43]","[2, 9]",158,1,4,4,1,3,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-10-2023,HTTP Error 403: Forbidden
2023-10-10,2023,October,10,Q4,Tuesday,1675,"[18, 20, 22, 33, 43]","[3, 9]",136,3,2,2,3,3,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-10-2023,HTTP Error 403: Forbidden
2023-10-13,2023,October,10,Q4,Friday,1676,"[21, 26, 28, 40, 41]","[2, 4]",156,1,4,2,3,3,1,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-10-2023,HTTP Error 403: Forbidden
2023-10-17,2023,October,10,Q4,Tuesday,1677,"[10, 17, 20, 35, 40]","[3, 4]",122,3,2,2,3,3,0,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-10-2023,HTTP Error 403: Forbidden
2023-10-20,2023,October,10,Q4,Friday,1678,"[2, 20, 28, 40, 45]","[1, 5]",135,2,3,1,4,3,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-10-2023,HTTP Error 403: Forbidden
2023-10-24,2023,October,10,Q4,Tuesday,1679,"[8, 16, 18, 31, 34]","[6, 9]",107,3,2,1,4,4,0,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-10-2023,HTTP Error 403: Forbidden
2023-10-27,2023,October,10,Q4,Friday,1680,"[29, 33, 35, 48, 49]","[3, 8]",194,0,5,4,1,1,1,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-10-2023,HTTP Error 403: Forbidden
2023-10-31,2023,October,10,Q4,Tuesday,1681,"[5, 7, 20, 40, 50]","[2, 10]",122,3,2,2,3,3,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-31-10-2023,HTTP Error 403: Forbidden
2023-11-03,2023,November,11,Q4,Friday,1682,"[8, 21, 31, 39, 47]","[5, 9]",146,2,3,4,1,3,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-11-2023,HTTP Error 403: Forbidden
2023-11-07,2023,November,11,Q4,Tuesday,1683,"[8, 10, 11, 30, 39]","[4, 10]",98,3,2,2,3,4,1,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-07-11-2023,HTTP Error 403: Forbidden
2023-11-10,2023,November,11,Q4,Friday,1684,"[10, 21, 30, 38, 42]","[2, 12]",141,2,3,1,4,3,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-11-2023,HTTP Error 403: Forbidden
2023-11-14,2023,November,11,Q4,Tuesday,1685,"[13, 16, 36, 44, 50]","[3, 5]",159,2,3,1,4,2,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-14-11-2023,HTTP Error 403: Forbidden
2023-11-17,2023,November,11,Q4,Friday,1686,"[2, 24, 26, 46, 50]","[2, 7]",148,2,3,0,5,3,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-11-2023,HTTP Error 403: Forbidden
2023-11-21,2023,November,11,Q4,Tuesday,1687,"[19, 29, 34, 46, 47]","[2, 3]",175,1,4,3,2,2,1,5,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-21-11-2023,HTTP Error 403: Forbidden
2023-11-24,2023,November,11,Q4,Friday,1688,"[15, 20, 29, 39, 48]","[1, 7]",151,2,3,3,2,3,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-11-2023,HTTP Error 403: Forbidden
2023-11-28,2023,November,11,Q4,Tuesday,1689,"[12, 16, 27, 33, 44]","[7, 8]",132,2,3,2,3,3,0,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-28-11-2023,HTTP Error 403: Forbidden
2023-12-01,2023,December,12,Q4,Friday,1690,"[4, 10, 14, 38, 50]","[9, 12]",116,3,2,0,5,3,0,21,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-12-2023,HTTP Error 403: Forbidden
2023-12-05,2023,December,12,Q4,Tuesday,1691,"[4, 6, 20, 24, 25]","[5, 9]",79,5,0,1,4,5,1,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-12-2023,HTTP Error 403: Forbidden
2023-12-08,2023,December,12,Q4,Friday,1692,"[17, 30, 42, 48, 50]","[4, 8]",187,1,4,1,4,2,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-12-2023,HTTP Error 403: Forbidden
2023-12-12,2023,December,12,Q4,Tuesday,1693,"[6, 28, 37, 39, 43]","[9, 12]",153,1,4,3,2,2,0,21,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-12-2023,HTTP Error 403: Forbidden
2023-12-15,2023,December,12,Q4,Friday,1694,"[2, 13, 37, 38, 48]","[5, 9]",138,2,3,2,3,2,1,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-12-2023,HTTP Error 403: Forbidden
2023-12-19,2023,December,12,Q4,Tuesday,1695,"[10, 20, 41, 43, 45]","[2, 12]",159,2,3,3,2,2,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-12-2023,HTTP Error 403: Forbidden
2023-12-22,2023,December,12,Q4,Friday,1696,"[6, 14, 34, 44, 49]","[4, 12]",147,2,3,1,4,2,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-12-2023,HTTP Error 403: Forbidden
2023-12-26,2023,December,12,Q4,Tuesday,1697,"[8, 27, 30, 35, 47]","[9, 10]",147,1,4,3,2,3,0,19,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-12-2023,HTTP Error 403: Forbidden
2023-12-29,2023,December,12,Q4,Friday,1698,"[2, 3, 19, 36, 37]","[6, 9]",97,3,2,3,2,3,2,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-12-2023,HTTP Error 403: Forbidden
2024-01-02,2024,January,1,Q1,Tuesday,1699,"[7, 15, 18, 46, 49]","[10, 12]",135,3,2,3,2,3,0,22,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-01-2024,HTTP Error 403: Forbidden
2024-01-05,2024,January,1,Q1,Friday,1700,"[4, 7, 18, 39, 50]","[3, 8]",118,3,2,2,3,3,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-01-2024,HTTP Error 403: Forbidden
2024-01-09,2024,January,1,Q1,Tuesday,1701,"[2, 9, 12, 39, 40]","[1, 3]",102,3,2,2,3,3,1,4,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-01-2024,HTTP Error 403: Forbidden
2024-01-12,2024,January,1,Q1,Friday,1702,"[16, 17, 18, 45, 49]","[9, 12]",145,3,2,3,2,3,2,21,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-01-2024,HTTP Error 403: Forbidden
2024-01-16,2024,January,1,Q1,Tuesday,1703,"[10, 18, 21, 33, 45]","[8, 12]",127,3,2,3,2,3,0,20,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-01-2024,HTTP Error 403: Forbidden
2024-01-19,2024,January,1,Q1,Friday,1704,"[27, 28, 44, 48, 50]","[7, 12]",197,0,5,1,4,2,1,19,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-01-2024,HTTP Error 403: Forbidden
2024-01-23,2024,January,1,Q1,Tuesday,1705,"[14, 23, 39, 48, 50]","[3, 12]",174,2,3,2,3,2,0,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-01-2024,HTTP Error 403: Forbidden
2024-01-26,2024,January,1,Q1,Friday,1706,"[8, 19, 32, 41, 42]","[9, 12]",142,2,3,2,3,2,1,21,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-01-2024,HTTP Error 403: Forbidden
2024-01-30,2024,January,1,Q1,Tuesday,1707,"[5, 10, 19, 27, 30]","[5, 6]",91,3,2,3,2,5,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-01-2024,HTTP Error 403: Forbidden
2024-02-02,2024,February,2,Q1,Friday,1708,"[13, 20, 23, 27, 42]","[5, 9]",125,3,2,3,2,4,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-02-2024,HTTP Error 403: Forbidden
2024-02-06,2024,February,2,Q1,Tuesday,1709,"[2, 7, 21, 28, 45]","[5, 11]",103,3,2,3,2,4,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-02-2024,HTTP Error 403: Forbidden
2024-02-09,2024,February,2,Q1,Friday,1710,"[23, 24, 35, 37, 45]","[9, 12]",164,2,3,4,1,2,1,21,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-02-2024,HTTP Error 403: Forbidden
2024-02-13,2024,February,2,Q1,Tuesday,1711,"[13, 17, 18, 20, 46]","[4, 9]",114,4,1,2,3,4,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-02-2024,HTTP Error 403: Forbidden
2024-02-16,2024,February,2,Q1,Friday,1712,"[8, 13, 14, 24, 26]","[1, 2]",85,4,1,1,4,5,1,3,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-02-2024,HTTP Error 403: Forbidden
2024-02-20,2024,February,2,Q1,Tuesday,1713,"[23, 31, 37, 42, 48]","[3, 7]",181,1,4,3,2,2,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-02-2024,HTTP Error 403: Forbidden
2024-02-23,2024,February,2,Q1,Friday,1714,"[24, 27, 28, 30, 49]","[1, 12]",158,1,4,2,3,4,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-02-2024,HTTP Error 403: Forbidden
2024-02-27,2024,February,2,Q1,Tuesday,1715,"[3, 4, 9, 12, 20]","[5, 6]",48,5,0,2,3,5,1,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-02-2024,HTTP Error 403: Forbidden
2024-03-01,2024,March,3,Q1,Friday,1716,"[4, 7, 19, 20, 34]","[2, 4]",84,4,1,2,3,4,1,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-03-2024,HTTP Error 403: Forbidden
2024-03-05,2024,March,3,Q1,Tuesday,1717,"[2, 15, 17, 23, 36]","[3, 8]",93,4,1,3,2,4,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-03-2024,HTTP Error 403: Forbidden
2024-03-08,2024,March,3,Q1,Friday,1718,"[8, 11, 12, 16, 44]","[4, 7]",91,4,1,1,4,4,1,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-03-2024,HTTP Error 403: Forbidden
2024-03-12,2024,March,3,Q1,Tuesday,1719,"[13, 19, 30, 38, 46]","[4, 12]",146,2,3,2,3,3,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-03-2024,HTTP Error 403: Forbidden
2024-03-15,2024,March,3,Q1,Friday,1720,"[1, 4, 31, 34, 40]","[4, 5]",110,2,3,2,3,3,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-03-2024,HTTP Error 403: Forbidden
2024-03-19,2024,March,3,Q1,Tuesday,1721,"[7, 16, 18, 20, 32]","[1, 3]",93,4,1,1,4,4,0,4,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-03-2024,HTTP Error 403: Forbidden
2024-03-22,2024,March,3,Q1,Friday,1722,"[8, 11, 23, 32, 44]","[9, 10]",118,3,2,2,3,3,0,19,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-03-2024,HTTP Error 403: Forbidden
2024-03-26,2024,March,3,Q1,Tuesday,1723,"[2, 13, 14, 26, 29]","[5, 6]",84,3,2,2,3,5,1,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-03-2024,HTTP Error 403: Forbidden
2024-03-29,2024,March,3,Q1,Friday,1724,"[16, 17, 35, 36, 49]","[1, 10]",153,2,3,3,2,2,2,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-03-2024,HTTP Error 403: Forbidden
2024-04-02,2024,April,4,Q2,Tuesday,1725,"[1, 23, 31, 36, 48]","[5, 8]",139,2,3,3,2,3,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-04-2024,HTTP Error 403: Forbidden
2024-04-05,2024,April,4,Q2,Friday,1726,"[13, 18, 26, 35, 37]","[8, 11]",129,2,3,3,2,3,0,19,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-04-2024,HTTP Error 403: Forbidden
2024-04-09,2024,April,4,Q2,Tuesday,1727,"[19, 23, 26, 27, 46]","[2, 10]",141,2,3,3,2,4,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-04-2024,HTTP Error 403: Forbidden
2024-04-12,2024,April,4,Q2,Friday,1728,"[2, 3, 12, 16, 45]","[2, 11]",78,4,1,2,3,4,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-04-2024,HTTP Error 403: Forbidden
2024-04-16,2024,April,4,Q2,Tuesday,1729,"[22, 29, 31, 39, 46]","[3, 7]",167,1,4,3,2,3,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-04-2024,HTTP Error 403: Forbidden
2024-04-19,2024,April,4,Q2,Friday,1730,"[10, 20, 40, 44, 46]","[1, 3]",160,2,3,0,5,2,0,4,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-04-2024,HTTP Error 403: Forbidden
2024-04-23,2024,April,4,Q2,Tuesday,1731,"[6, 9, 11, 32, 49]","[2, 10]",107,3,2,3,2,3,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-04-2024,HTTP Error 403: Forbidden
2024-04-26,2024,April,4,Q2,Friday,1732,"[2, 20, 39, 40, 47]","[4, 8]",148,2,3,2,3,2,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-04-2024,HTTP Error 403: Forbidden
2024-04-30,2024,April,4,Q2,Tuesday,1733,"[13, 22, 24, 33, 47]","[1, 5]",139,3,2,3,2,3,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-04-2024,HTTP Error 403: Forbidden
2024-05-03,2024,May,5,Q2,Friday,1734,"[6, 9, 10, 30, 49]","[3, 4]",104,3,2,2,3,4,1,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-05-2024,HTTP Error 403: Forbidden
2024-05-07,2024,May,5,Q2,Tuesday,1735,"[35, 36, 41, 42, 45]","[6, 11]",199,0,5,3,2,0,2,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-07-05-2024,HTTP Error 403: Forbidden
2024-05-10,2024,May,5,Q2,Friday,1736,"[13, 28, 29, 44, 48]","[4, 12]",162,1,4,2,3,3,1,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-05-2024,HTTP Error 403: Forbidden
2024-05-14,2024,May,5,Q2,Tuesday,1737,"[2, 8, 17, 28, 35]","[7, 9]",90,3,2,2,3,4,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-14-05-2024,HTTP Error 403: Forbidden
2024-05-17,2024,May,5,Q2,Friday,1738,"[18, 31, 32, 41, 46]","[1, 10]",168,1,4,2,3,2,1,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-05-2024,HTTP Error 403: Forbidden
2024-05-21,2024,May,5,Q2,Tuesday,1739,"[11, 13, 14, 34, 48]","[7, 9]",120,3,2,2,3,3,1,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-21-05-2024,HTTP Error 403: Forbidden
2024-05-24,2024,May,5,Q2,Friday,1740,"[9, 12, 18, 22, 50]","[1, 3]",111,4,1,1,4,4,0,4,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-05-2024,HTTP Error 403: Forbidden
2024-05-28,2024,May,5,Q2,Tuesday,1741,"[16, 18, 35, 36, 41]","[6, 7]",146,2,3,2,3,2,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-28-05-2024,HTTP Error 403: Forbidden
2024-05-31,2024,May,5,Q2,Friday,1742,"[4, 7, 16, 33, 34]","[7, 8]",94,3,2,2,3,3,1,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-31-05-2024,HTTP Error 403: Forbidden
2024-06-04,2024,June,6,Q2,Tuesday,1743,"[6, 7, 9, 14, 43]","[3, 4]",79,4,1,3,2,4,1,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-04-06-2024,HTTP Error 403: Forbidden
2024-06-07,2024,June,6,Q2,Friday,1744,"[15, 16, 26, 30, 37]","[5, 8]",124,2,3,2,3,4,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-07-06-2024,HTTP Error 403: Forbidden
2024-06-11,2024,June,6,Q2,Tuesday,1745,"[7, 15, 34, 45, 48]","[7, 9]",149,2,3,3,2,2,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-11-06-2024,HTTP Error 403: Forbidden
2024-06-14,2024,June,6,Q2,Friday,1746,"[2, 13, 16, 24, 32]","[1, 7]",87,4,1,1,4,4,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-14-06-2024,HTTP Error 403: Forbidden
2024-06-18,2024,June,6,Q2,Tuesday,1747,"[3, 11, 33, 34, 36]","[1, 12]",117,2,3,3,2,2,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-18-06-2024,HTTP Error 403: Forbidden
2024-06-21,2024,June,6,Q2,Friday,1748,"[3, 4, 7, 11, 17]","[3, 12]",42,5,0,4,1,5,1,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-21-06-2024,HTTP Error 403: Forbidden
2024-06-25,2024,June,6,Q2,Tuesday,1749,"[14, 16, 37, 45, 49]","[5, 7]",161,2,3,3,2,2,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-25-06-2024,HTTP Error 403: Forbidden
2024-06-28,2024,June,6,Q2,Friday,1750,"[10, 16, 18, 22, 35]","[1, 10]",101,4,1,1,4,4,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-28-06-2024,HTTP Error 403: Forbidden
2024-07-02,2024,July,7,Q3,Tuesday,1751,"[2, 7, 34, 35, 46]","[6, 8]",124,2,3,2,3,2,1,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-07-2024,HTTP Error 403: Forbidden
2024-07-05,2024,July,7,Q3,Friday,1752,"[11, 13, 29, 31, 47]","[1, 11]",131,2,3,5,0,4,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-07-2024,HTTP Error 403: Forbidden
2024-07-09,2024,July,7,Q3,Tuesday,1753,"[6, 15, 19, 28, 39]","[7, 11]",107,3,2,3,2,4,0,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-07-2024,HTTP Error 403: Forbidden
2024-07-12,2024,July,7,Q3,Friday,1754,"[12, 18, 24, 25, 39]","[8, 10]",118,4,1,2,3,4,1,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-07-2024,HTTP Error 403: Forbidden
2024-07-16,2024,July,7,Q3,Tuesday,1755,"[2, 32, 35, 36, 39]","[7, 8]",144,1,4,2,3,1,1,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-07-2024,HTTP Error 403: Forbidden
2024-07-19,2024,July,7,Q3,Friday,1756,"[15, 22, 35, 44, 48]","[6, 7]",164,2,3,2,3,2,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-07-2024,HTTP Error 403: Forbidden
2024-07-23,2024,July,7,Q3,Tuesday,1757,"[4, 8, 10, 16, 34]","[4, 8]",72,4,1,0,5,4,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-07-2024,HTTP Error 403: Forbidden
2024-07-26,2024,July,7,Q3,Friday,1758,"[4, 19, 23, 35, 37]","[4, 8]",118,3,2,4,1,3,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-07-2024,HTTP Error 403: Forbidden
2024-07-30,2024,July,7,Q3,Tuesday,1759,"[9, 25, 28, 37, 38]","[2, 8]",137,2,3,3,2,3,1,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-07-2024,HTTP Error 403: Forbidden
2024-08-02,2024,August,8,Q3,Friday,1760,"[5, 7, 12, 33, 46]","[3, 12]",103,3,2,3,2,3,0,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-08-2024,HTTP Error 403: Forbidden
2024-08-06,2024,August,8,Q3,Tuesday,1761,"[1, 18, 27, 41, 50]","[2, 12]",137,2,3,3,2,3,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-08-2024,HTTP Error 403: Forbidden
2024-08-09,2024,August,8,Q3,Friday,1762,"[21, 23, 25, 33, 44]","[4, 10]",146,3,2,4,1,3,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-08-2024,HTTP Error 403: Forbidden
2024-08-13,2024,August,8,Q3,Tuesday,1763,"[15, 16, 39, 40, 47]","[1, 6]",157,2,3,3,2,2,2,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-08-2024,HTTP Error 403: Forbidden
2024-08-16,2024,August,8,Q3,Friday,1764,"[15, 17, 29, 45, 49]","[1, 10]",155,2,3,5,0,3,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-08-2024,HTTP Error 403: Forbidden
2024-08-20,2024,August,8,Q3,Tuesday,1765,"[7, 10, 13, 18, 26]","[3, 12]",74,4,1,2,3,5,0,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-08-2024,HTTP Error 403: Forbidden
2024-08-23,2024,August,8,Q3,Friday,1766,"[9, 15, 24, 47, 50]","[8, 9]",145,3,2,3,2,3,0,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-08-2024,HTTP Error 403: Forbidden
2024-08-27,2024,August,8,Q3,Tuesday,1767,"[1, 8, 11, 42, 47]","[4, 11]",109,3,2,3,2,3,0,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-08-2024,HTTP Error 403: Forbidden
2024-08-30,2024,August,8,Q3,Friday,1768,"[3, 24, 27, 33, 42]","[4, 6]",129,2,3,3,2,3,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-08-2024,HTTP Error 403: Forbidden
2024-09-03,2024,September,9,Q3,Tuesday,1769,"[7, 9, 11, 16, 45]","[2, 5]",88,4,1,4,1,4,0,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-09-2024,HTTP Error 403: Forbidden
2024-09-06,2024,September,9,Q3,Friday,1770,"[12, 14, 34, 41, 47]","[3, 4]",148,2,3,2,3,2,0,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-09-2024,HTTP Error 403: Forbidden
2024-09-10,2024,September,9,Q3,Tuesday,1771,"[6, 29, 46, 47, 48]","[2, 9]",176,1,4,2,3,2,2,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-09-2024,HTTP Error 403: Forbidden
2024-09-13,2024,September,9,Q3,Friday,1772,"[10, 15, 17, 31, 42]","[4, 12]",115,3,2,3,2,4,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-09-2024,HTTP Error 403: Forbidden
2024-09-17,2024,September,9,Q3,Tuesday,1773,"[20, 30, 32, 41, 44]","[1, 10]",167,1,4,1,4,2,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-09-2024,HTTP Error 403: Forbidden
2024-09-20,2024,September,9,Q3,Friday,1774,"[16, 25, 29, 34, 37]","[3, 7]",141,2,3,3,2,3,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-09-2024,HTTP Error 403: Forbidden
2024-09-24,2024,September,9,Q3,Tuesday,1775,"[18, 20, 21, 36, 49]","[3, 5]",144,3,2,2,3,3,1,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-09-2024,HTTP Error 403: Forbidden
2024-09-27,2024,September,9,Q3,Friday,1776,"[7, 20, 21, 27, 38]","[5, 12]",113,3,2,3,2,4,1,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-09-2024,HTTP Error 403: Forbidden
2024-10-01,2024,October,10,Q4,Tuesday,1777,"[8, 22, 29, 41, 42]","[9, 11]",142,2,3,2,3,3,1,20,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-10-2024,HTTP Error 403: Forbidden
2024-10-04,2024,October,10,Q4,Friday,1778,"[4, 8, 16, 17, 20]","[1, 6]",65,5,0,1,4,5,1,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-04-10-2024,HTTP Error 403: Forbidden
2024-10-08,2024,October,10,Q4,Tuesday,1779,"[7, 14, 19, 34, 40]","[6, 8]",114,3,2,2,3,3,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-10-2024,HTTP Error 403: Forbidden
2024-10-11,2024,October,10,Q4,Friday,1780,"[16, 23, 32, 46, 49]","[4, 5]",166,2,3,2,3,2,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-11-10-2024,HTTP Error 403: Forbidden
2024-10-15,2024,October,10,Q4,Tuesday,1781,"[2, 15, 32, 36, 48]","[3, 9]",133,2,3,1,4,2,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-10-2024,HTTP Error 403: Forbidden
2024-10-18,2024,October,10,Q4,Friday,1782,"[4, 15, 23, 30, 39]","[1, 12]",111,3,2,3,2,4,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-18-10-2024,HTTP Error 403: Forbidden
2024-10-22,2024,October,10,Q4,Tuesday,1783,"[3, 13, 27, 30, 46]","[1, 2]",119,2,3,3,2,4,0,3,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-10-2024,HTTP Error 403: Forbidden
2024-10-25,2024,October,10,Q4,Friday,1784,"[4, 17, 20, 25, 45]","[8, 9]",111,4,1,3,2,4,0,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-25-10-2024,HTTP Error 403: Forbidden
2024-10-29,2024,October,10,Q4,Tuesday,1785,"[1, 2, 19, 30, 45]","[10, 12]",97,3,2,3,2,4,1,22,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-10-2024,HTTP Error 403: Forbidden
2024-11-01,2024,November,11,Q4,Friday,1786,"[7, 33, 38, 44, 50]","[2, 7]",172,1,4,2,3,1,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-11-2024,HTTP Error 403: Forbidden
2024-11-05,2024,November,11,Q4,Tuesday,1787,"[1, 8, 19, 37, 50]","[6, 9]",115,3,2,3,2,3,0,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-11-2024,HTTP Error 403: Forbidden
2024-11-08,2024,November,11,Q4,Friday,1788,"[2, 33, 35, 42, 48]","[1, 3]",160,1,4,2,3,1,0,4,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-11-2024,HTTP Error 403: Forbidden
2024-11-12,2024,November,11,Q4,Tuesday,1789,"[10, 11, 12, 22, 50]","[1, 10]",105,4,1,1,4,4,2,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-11-2024,HTTP Error 403: Forbidden
